age,gender,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,DSA_problems_solved,GitHub_repos,internships_completed,resume_score,communication_skills,aptitude_score,hackathons_participated,primary_language,placement_status,company_type
20,Male,3,ECE,B.Tech,7.73,1,81.3,224,2,2,89,70,77,0,Python,Placed,Product Based
21,Female,3,MECH,B.Tech,6.68,0,93.4,95,2,0,85,63,61,1,Java,Placed,Service Based
24,Male,2,CSE,B.Tech,7.75,0,90.2,159,2,0,93,41,71,2,Java,Placed,Product Based
22,Female,2,IT,B.Tech,8.3,1,81.8,212,1,1,92,84,81,1,C++,Placed,Product Based
20,Female,2,AI&DS,B.Tech,7.56,0,82,169,0,1,90,43,89,1,Java,Placed,Service Based
24,Female,1,CSE,B.Tech,7.83,1,99.3,264,2,2,91,55,89,5,C++,Placed,Product Based
24,Male,2,CSE,B.Tech,9.31,0,79,254,1,2,100,63,79,0,Python,Placed,Service Based
24,Female,2,ECE,B.Tech,7.42,0,84.9,230,0,0,86,78,81,1,Python,Placed,Service Based
22,Female,1,AI&DS,B.Tech,7.77,0,76.3,102,1,1,84,54,58,0,Python,Not Placed,Not Placed
22,Male,2,EEE,B.Tech,9.38,1,98,371,4,3,97,58,70,1,Python,Placed,Product Based
21,Male,1,IT,B.Tech,7.6,0,85.9,159,2,0,94,63,70,0,Java,Placed,Service Based
24,Female,2,EEE,B.Tech,7.56,0,89.9,208,2,1,92,47,69,1,Python,Placed,Product Based
20,Female,3,AI&DS,B.Tech,8.76,0,67.7,279,2,3,87,72,95,0,Python,Placed,Product Based
22,Female,2,IT,B.Tech,7.54,0,94.2,125,4,0,100,77,35,1,Python,Placed,Service Based
20,Female,2,AI&DS,B.Tech,9.39,0,93.4,353,7,3,94,55,100,2,Java,Placed,Product Based
24,Male,1,EEE,B.Tech,7.98,0,84.4,142,0,0,86,60,72,0,Python,Placed,Product Based
24,Male,2,EEE,B.Tech,7.33,0,71.3,294,6,2,85,77,90,2,C++,Placed,Product Based
21,Male,3,AI&DS,B.Tech,7.21,2,98.9,0,0,0,73,46,52,0,Python,Not Placed,Not Placed
23,Male,1,IT,B.Tech,9.09,0,60.4,370,6,1,86,49,100,2,C++,Placed,Product Based
22,Male,2,IT,B.Tech,8.09,0,87.7,151,0,0,93,56,63,1,C++,Placed,Service Based
24,Male,1,ECE,B.Tech,8.45,0,97.8,221,0,0,86,49,81,2,Java,Placed,Product Based
23,Male,1,MECH,B.Tech,6.64,0,75.5,100,1,0,86,80,80,2,C++,Placed,Service Based
23,Male,1,ECE,B.Tech,7.03,1,74.4,217,4,0,76,72,89,1,Python,Placed,Product Based
20,Male,3,CSE,B.Tech,6.79,1,86.8,110,0,0,84,65,39,2,C++,Placed,Service Based
20,Male,1,MECH,B.Tech,6.78,1,70.8,150,1,1,87,65,86,1,C++,Placed,Service Based
22,Male,1,ECE,B.Tech,7.06,0,75,186,1,0,85,81,72,0,Python,Placed,Service Based
24,Male,1,IT,B.Tech,8.59,0,73,197,6,1,79,72,86,2,C++,Placed,Product Based
21,Female,1,ECE,B.Tech,7.42,0,97.5,229,3,0,82,55,72,1,Java,Placed,Product Based
20,Female,1,ECE,B.Tech,7.19,1,82.7,175,1,1,90,73,56,2,C++,Placed,Product Based
23,Male,2,MECH,B.Tech,7.56,1,100,155,0,1,100,82,55,1,Python,Placed,Product Based
23,Male,3,EEE,B.Tech,9.06,0,77.9,272,0,0,84,57,70,0,Python,Placed,Product Based
20,Male,3,EEE,B.Tech,8.81,0,85,407,3,1,90,62,98,0,Java,Placed,Product Based
21,Female,2,AI&DS,B.Tech,8.36,1,86,204,3,1,100,73,80,2,C++,Placed,Product Based
24,Female,2,IT,B.Tech,7.95,0,78.2,158,0,0,85,49,53,1,Java,Placed,Service Based
24,Female,2,ECE,B.Tech,8.61,0,80.6,281,5,3,100,42,87,2,Java,Placed,Product Based
23,Female,1,EEE,B.Tech,8.04,1,91.2,203,2,1,100,65,83,0,C++,Placed,Product Based
21,Male,2,EEE,B.Tech,8.79,0,81,309,7,0,99,82,97,1,Python,Placed,Product Based
22,Male,3,CSE,B.Tech,7.54,0,84.3,228,5,0,78,92,80,0,C++,Placed,Product Based
21,Female,3,CSE,B.Tech,8.4,0,98.4,252,3,1,100,73,83,2,Java,Placed,Product Based
24,Male,2,MECH,B.Tech,9.09,0,79.4,247,3,3,94,73,100,0,Python,Placed,Product Based
22,Female,3,IT,B.Tech,7.11,0,93.6,168,2,0,89,67,91,1,Java,Placed,Service Based
21,Female,2,IT,B.Tech,9.48,0,86.7,331,6,2,100,63,86,2,Python,Placed,Product Based
20,Female,3,ECE,B.Tech,7.78,1,71.9,229,2,1,83,43,78,1,Java,Placed,Product Based
23,Male,3,IT,B.Tech,8.5,0,95.1,270,5,1,100,54,78,1,Java,Placed,Product Based
24,Female,2,IT,B.Tech,8.73,0,86.2,316,6,1,90,64,96,0,Python,Placed,Product Based
20,Male,2,IT,B.Tech,7.59,1,68.3,249,4,0,98,76,100,2,C++,Placed,Product Based
23,Male,3,MECH,B.Tech,8.11,0,75.8,225,5,1,83,66,89,2,Java,Placed,Product Based
20,Female,1,AI&DS,B.Tech,7.53,0,75.3,131,2,0,81,68,60,0,Java,Placed,Product Based
21,Male,1,EEE,B.Tech,8.48,1,76.9,271,4,2,86,40,90,1,Python,Placed,Product Based
22,Male,2,MECH,B.Tech,8.11,0,70.1,258,0,0,91,61,81,1,Java,Placed,Product Based
20,Male,1,AI&DS,B.Tech,7.73,0,76.2,224,4,0,90,80,95,0,Python,Placed,Product Based
20,Male,2,ECE,B.Tech,7.86,0,77.5,298,2,1,90,73,68,1,C++,Placed,Product Based
23,Male,1,ECE,B.Tech,7.84,0,81,203,4,1,84,86,77,0,Python,Placed,Service Based
21,Female,1,ECE,B.Tech,8.26,0,80.6,290,2,0,99,82,62,2,Python,Placed,Product Based
23,Female,2,IT,B.Tech,8.07,0,85.5,314,4,2,84,62,82,1,C++,Placed,Product Based
22,Male,2,EEE,B.Tech,8.06,0,90.6,153,0,0,100,55,39,0,Java,Placed,Service Based
22,Female,1,EEE,B.Tech,7.58,0,86.3,129,2,0,100,66,71,0,C++,Placed,Product Based
21,Male,2,ECE,B.Tech,6.74,1,86.2,84,2,0,100,82,87,1,Python,Not Placed,Not Placed
20,Female,2,AI&DS,B.Tech,7.39,0,80,101,1,1,80,53,71,2,Python,Placed,Service Based
23,Female,3,CSE,B.Tech,7.83,2,77.1,137,0,1,91,78,76,0,C++,Not Placed,Not Placed
20,Female,1,CSE,B.Tech,7.17,0,77.7,295,5,2,94,81,92,0,Java,Placed,Product Based
21,Female,2,MECH,B.Tech,6.61,1,100,217,2,0,75,67,100,1,Java,Placed,Service Based
22,Female,3,IT,B.Tech,7.69,0,89.1,197,1,0,90,67,77,2,Python,Placed,Product Based
21,Male,2,IT,B.Tech,9,1,77,331,5,1,93,59,100,2,Python,Placed,Product Based
20,Female,1,MECH,B.Tech,6.17,0,83.5,54,0,0,67,71,69,0,Java,Not Placed,Not Placed
22,Male,3,CSE,B.Tech,9.43,1,85.1,296,5,1,94,65,74,2,C++,Placed,Product Based
24,Female,3,MECH,B.Tech,8.11,0,81,306,0,1,95,62,100,3,C++,Not Placed,Not Placed
21,Male,2,IT,B.Tech,8.43,0,62,162,0,0,95,90,69,1,C++,Placed,Service Based
21,Female,1,AI&DS,B.Tech,8.28,0,84.5,191,2,0,89,79,94,3,C++,Placed,Service Based
23,Male,2,EEE,B.Tech,8.41,1,76.6,343,2,1,93,59,100,1,C++,Placed,Product Based
22,Male,2,IT,B.Tech,8.38,0,83.3,326,5,1,98,44,94,3,Java,Placed,Product Based
21,Female,3,MECH,B.Tech,7.46,0,79.2,146,0,0,93,40,71,1,C++,Placed,Service Based
22,Female,1,IT,B.Tech,9.58,0,77,238,4,2,87,71,72,1,Python,Placed,Product Based
24,Male,3,IT,B.Tech,9.11,0,92.4,324,4,2,100,59,93,1,Python,Placed,Product Based
20,Male,1,ECE,B.Tech,8.2,0,85.7,312,1,0,84,58,91,2,C++,Placed,Product Based
21,Male,2,AI&DS,B.Tech,8.25,0,92.1,200,1,1,81,52,61,2,Java,Placed,Service Based
24,Female,3,ECE,B.Tech,7.43,0,83.1,256,5,0,82,56,77,0,Java,Placed,Product Based
22,Male,3,AI&DS,B.Tech,8.42,0,74,259,2,1,100,57,90,1,C++,Placed,Product Based
23,Male,1,AI&DS,B.Tech,6.99,0,93.7,228,0,0,94,60,60,2,Python,Placed,Product Based
23,Female,3,AI&DS,B.Tech,8.59,2,81.8,358,6,2,93,63,97,3,Java,Placed,Product Based
20,Male,1,CSE,B.Tech,8.8,0,60.8,185,0,1,88,73,59,1,Python,Placed,Product Based
22,Male,1,MECH,B.Tech,7.28,0,71.5,236,4,0,89,58,78,2,Python,Placed,Product Based
21,Male,2,IT,B.Tech,7.92,0,90.5,225,4,0,95,80,61,2,C++,Placed,Product Based
22,Female,2,EEE,B.Tech,7.67,0,84.4,123,3,0,87,56,71,2,Python,Placed,Product Based
21,Female,1,EEE,B.Tech,8.99,0,69.8,333,1,2,90,40,100,1,Python,Placed,Product Based
24,Male,3,CSE,B.Tech,8.34,1,80,148,2,1,90,61,65,2,Python,Placed,Service Based
21,Male,2,CSE,B.Tech,7.35,0,82.2,167,0,0,96,41,75,1,C++,Placed,Service Based
22,Female,3,IT,B.Tech,8.45,0,78.7,273,3,1,96,63,84,3,Python,Placed,Product Based
21,Male,2,ECE,B.Tech,7.96,0,84.5,274,5,0,100,76,75,0,Python,Placed,Product Based
22,Female,2,AI&DS,B.Tech,8.09,0,89.3,186,0,1,92,47,69,0,Python,Placed,Service Based
21,Male,3,ECE,B.Tech,8.91,0,88.5,250,0,2,100,71,79,1,C++,Placed,Product Based
22,Female,2,MECH,B.Tech,8.69,0,82.6,285,7,1,94,63,90,3,C++,Placed,Product Based
23,Male,2,AI&DS,B.Tech,8.05,0,76.1,282,4,0,96,88,69,2,C++,Placed,Product Based
24,Male,2,MECH,B.Tech,7.99,1,86,227,4,2,89,82,54,2,Python,Placed,Product Based
23,Male,2,MECH,B.Tech,8.39,0,88.5,277,4,1,89,75,72,1,C++,Placed,Product Based
22,Male,3,EEE,B.Tech,7.57,1,78.8,251,7,1,98,77,86,2,Java,Placed,Product Based
22,Female,3,ECE,B.Tech,10,0,83,364,8,3,95,75,100,0,Python,Placed,Product Based
20,Male,3,ECE,B.Tech,7.18,0,80.6,196,2,0,90,57,83,2,Python,Placed,Service Based
21,Male,3,AI&DS,B.Tech,8.08,1,77.6,345,4,0,90,59,91,2,Java,Placed,Product Based
24,Female,3,MECH,B.Tech,7.34,0,80.7,106,0,0,91,70,50,1,Python,Placed,Service Based
20,Female,2,MECH,B.Tech,8.24,0,67.8,233,4,2,95,63,69,0,Python,Placed,Service Based
20,Male,3,EEE,B.Tech,7.18,0,73.5,74,0,0,100,61,35,2,Python,Placed,Service Based
20,Female,3,IT,B.Tech,7.25,0,83.7,159,0,1,86,65,75,0,Java,Placed,Service Based
24,Male,3,AI&DS,B.Tech,7.77,0,87.7,227,2,0,80,55,86,1,Python,Placed,Product Based
20,Female,2,ECE,B.Tech,8.24,0,90.3,283,0,0,94,71,85,2,C++,Placed,Service Based
20,Female,1,ECE,B.Tech,7.98,0,87.9,103,1,0,95,55,60,0,Python,Placed,Service Based
20,Female,2,IT,B.Tech,8.18,0,67.4,287,3,1,80,57,100,0,Java,Placed,Product Based
23,Female,1,EEE,B.Tech,8.09,0,90.2,319,2,1,95,44,71,3,Java,Placed,Product Based
24,Female,1,CSE,B.Tech,8.26,0,76.8,207,4,2,78,86,72,0,Java,Placed,Product Based
23,Male,1,MECH,B.Tech,8.67,1,86.9,260,5,1,100,86,85,2,Python,Placed,Product Based
22,Male,1,ECE,B.Tech,8.34,0,84.3,232,1,0,75,85,64,1,Java,Placed,Product Based
21,Male,2,MECH,B.Tech,8.88,0,77.1,315,9,2,94,84,99,0,Java,Placed,Product Based
24,Male,1,EEE,B.Tech,9.26,0,87.8,280,5,2,100,53,92,0,Java,Placed,Product Based
20,Female,1,MECH,B.Tech,6.56,0,70.4,86,1,0,85,45,64,0,Java,Placed,Service Based
21,Female,1,CSE,B.Tech,8.45,0,78.3,235,0,0,84,59,100,1,Java,Placed,Product Based
21,Male,3,AI&DS,B.Tech,8.62,0,83.1,233,4,2,100,62,81,0,Python,Placed,Product Based
23,Female,2,IT,B.Tech,7.84,0,75.1,250,3,0,100,67,80,2,Java,Placed,Product Based
22,Male,3,MECH,B.Tech,7.37,1,83.2,150,2,0,85,49,65,0,Java,Not Placed,Not Placed
24,Male,2,AI&DS,B.Tech,7.38,0,83,213,2,0,97,57,55,4,C++,Not Placed,Not Placed
20,Female,3,AI&DS,B.Tech,7.71,0,79.8,103,3,0,97,80,65,1,C++,Placed,Service Based
20,Male,1,MECH,B.Tech,8.92,0,81.4,295,2,1,100,57,66,1,Java,Placed,Product Based
21,Male,2,ECE,B.Tech,7.55,1,86.5,187,1,0,93,41,60,0,Java,Not Placed,Not Placed
22,Male,1,AI&DS,B.Tech,7.56,1,84.3,143,3,0,95,63,72,2,C++,Placed,Product Based
23,Male,1,AI&DS,B.Tech,8.58,0,77.4,246,2,0,97,71,63,5,Java,Placed,Product Based
23,Female,2,IT,B.Tech,8.12,1,77,248,6,2,100,63,65,0,Python,Placed,Product Based
22,Female,2,CSE,B.Tech,8.13,0,82.7,148,0,2,91,52,51,2,C++,Placed,Product Based
24,Female,3,EEE,B.Tech,8.87,0,100,324,3,1,100,62,76,1,Java,Placed,Product Based
22,Female,2,IT,B.Tech,7.52,1,94.1,103,0,0,86,57,89,0,C++,Placed,Service Based
20,Male,2,AI&DS,B.Tech,8.25,0,65.4,140,6,1,100,85,62,2,Python,Placed,Service Based
20,Female,2,EEE,B.Tech,8.05,1,87.8,324,3,0,100,63,81,2,Python,Placed,Service Based
22,Female,2,IT,B.Tech,8.71,0,91.4,266,2,1,85,75,77,0,Python,Placed,Product Based
22,Female,1,CSE,B.Tech,7.66,0,79.4,195,1,0,97,50,87,0,C++,Placed,Product Based
22,Female,1,ECE,B.Tech,9.04,0,78.6,330,5,2,100,81,100,3,Java,Placed,Product Based
22,Female,1,IT,B.Tech,8.89,0,75.2,320,2,2,100,58,99,2,C++,Placed,Product Based
22,Female,3,ECE,B.Tech,9.07,0,78.8,254,4,1,100,58,80,1,Java,Placed,Product Based
24,Female,2,ECE,B.Tech,8.37,0,72.9,231,2,1,88,62,71,1,C++,Placed,Product Based
23,Male,2,EEE,B.Tech,6.69,0,86,211,3,0,91,76,75,1,C++,Placed,Service Based
23,Female,2,MECH,B.Tech,8.33,0,83.5,181,2,3,95,72,84,1,C++,Placed,Product Based
23,Male,3,EEE,B.Tech,9.24,0,85.3,272,1,2,100,61,88,3,C++,Placed,Product Based
24,Male,1,IT,B.Tech,6.64,1,77,185,0,0,79,71,61,1,Python,Placed,Product Based
22,Male,3,ECE,B.Tech,9.47,0,66.6,364,4,1,100,54,99,1,Java,Placed,Product Based
22,Male,3,CSE,B.Tech,7.91,0,79.3,173,4,0,88,44,62,0,C++,Placed,Product Based
21,Male,2,AI&DS,B.Tech,8,0,89.8,152,0,1,100,56,81,1,Python,Placed,Service Based
20,Female,3,CSE,B.Tech,7.11,0,77.6,217,0,0,87,48,69,0,C++,Not Placed,Not Placed
20,Female,2,AI&DS,B.Tech,8.65,1,93.5,301,1,1,82,48,100,1,Java,Placed,Product Based
22,Female,2,MECH,B.Tech,7.76,0,73.4,264,4,0,88,52,74,4,Java,Placed,Product Based
21,Male,1,EEE,B.Tech,8.45,1,69.3,234,0,2,82,65,100,0,Python,Placed,Service Based
23,Female,2,IT,B.Tech,7.5,0,84.6,149,1,1,83,49,70,0,Java,Placed,Product Based
23,Male,2,EEE,B.Tech,7.9,0,83.9,143,2,2,84,54,75,0,Java,Placed,Product Based
20,Male,3,IT,B.Tech,7.45,0,92.9,208,3,0,90,65,67,0,Python,Placed,Product Based
20,Female,2,CSE,B.Tech,7.82,0,70.5,269,4,0,100,58,77,3,Python,Placed,Product Based
20,Female,2,MECH,B.Tech,7.49,0,92,192,5,1,98,57,69,2,Python,Placed,Product Based
24,Female,1,MECH,B.Tech,9.66,1,81.1,329,2,3,100,62,82,3,C++,Placed,Product Based
21,Female,1,MECH,B.Tech,7.71,0,82.3,146,0,2,91,61,71,0,Python,Placed,Service Based
23,Female,1,IT,B.Tech,6.96,0,89.2,224,6,0,88,69,83,0,Python,Placed,Service Based
22,Female,1,ECE,B.Tech,7.89,0,77.6,355,3,1,100,55,98,1,Java,Placed,Product Based
24,Female,3,IT,B.Tech,8.55,0,80.5,260,4,2,100,43,100,1,C++,Placed,Product Based
20,Male,2,ECE,B.Tech,7.23,0,70,238,4,0,85,87,94,0,Python,Placed,Service Based
22,Female,1,EEE,B.Tech,9.15,0,81,303,4,2,98,40,100,2,Python,Placed,Product Based
22,Male,2,IT,B.Tech,9.05,1,70,329,6,1,95,67,74,1,C++,Placed,Product Based
23,Male,3,CSE,B.Tech,8.49,0,82.4,194,0,1,90,63,65,1,Python,Not Placed,Not Placed
21,Female,3,CSE,B.Tech,8.11,0,69.5,229,1,2,88,57,68,1,Python,Placed,Product Based
20,Female,3,EEE,B.Tech,7.71,0,70.4,174,2,0,79,49,68,1,C++,Placed,Product Based
23,Male,1,EEE,B.Tech,7.75,0,86,140,5,0,90,53,56,0,C++,Placed,Service Based
20,Male,1,IT,B.Tech,8.78,1,86.6,283,5,3,96,40,94,0,C++,Placed,Product Based
22,Male,3,EEE,B.Tech,7.91,0,84,200,4,1,83,61,60,1,Java,Placed,Service Based
23,Female,1,CSE,B.Tech,7.31,1,75.3,136,0,0,87,58,85,0,Python,Placed,Service Based
23,Female,1,MECH,B.Tech,9.59,0,86.5,294,5,2,100,70,82,1,Java,Placed,Product Based
23,Male,2,CSE,B.Tech,7.44,0,79.8,297,2,1,100,40,97,1,Python,Placed,Product Based
23,Male,1,CSE,B.Tech,7.07,0,66.8,127,0,0,93,50,69,0,C++,Placed,Service Based
20,Male,2,AI&DS,B.Tech,6.95,2,66,102,0,0,95,55,75,0,C++,Not Placed,Not Placed
24,Male,1,MECH,B.Tech,7.31,0,97.8,83,3,2,74,67,77,0,Python,Placed,Product Based
23,Male,3,MECH,B.Tech,7.43,0,89.3,203,1,0,100,73,67,3,Java,Placed,Service Based
24,Male,2,EEE,B.Tech,8.49,1,86.2,289,3,2,100,82,87,2,C++,Placed,Product Based
23,Female,3,EEE,B.Tech,6.5,0,81.8,54,4,0,71,73,57,0,C++,Placed,Service Based
23,Male,1,ECE,B.Tech,8.81,1,95.2,344,3,1,100,57,82,0,Python,Placed,Product Based
22,Male,3,AI&DS,B.Tech,8.69,0,86.7,398,6,2,97,75,100,1,Java,Placed,Product Based
20,Male,2,CSE,B.Tech,7.98,0,84.9,217,1,0,100,49,74,0,Python,Placed,Product Based
20,Male,2,IT,B.Tech,8.02,0,90.3,267,1,1,84,52,77,0,Python,Placed,Product Based
20,Male,3,CSE,B.Tech,8.56,0,79.9,237,3,2,77,67,87,0,C++,Placed,Product Based
24,Male,2,AI&DS,B.Tech,8.49,0,69.4,207,2,3,98,62,76,3,C++,Placed,Product Based
22,Male,2,EEE,B.Tech,7.01,0,67.5,268,6,2,75,71,82,0,Java,Placed,Product Based
23,Female,2,ECE,B.Tech,7.6,0,74.3,278,0,0,89,53,79,2,Python,Placed,Service Based
24,Male,2,ECE,B.Tech,7.32,0,94,0,1,0,84,68,37,2,Java,Placed,Service Based
24,Male,1,ECE,B.Tech,8.65,0,90,281,5,1,99,85,81,1,Python,Placed,Product Based
21,Female,2,CSE,B.Tech,9.08,0,71.1,227,2,3,100,54,77,1,C++,Placed,Product Based
24,Female,1,EEE,B.Tech,7.62,0,86.6,179,2,0,91,53,54,1,C++,Placed,Service Based
23,Male,1,IT,B.Tech,7.49,0,86.3,213,2,1,80,98,89,2,Python,Placed,Product Based
21,Female,2,AI&DS,B.Tech,7.35,0,79.7,290,5,1,90,69,89,3,Python,Placed,Product Based
21,Female,1,ECE,B.Tech,8.61,0,69.4,224,0,2,84,61,72,0,Java,Placed,Product Based
23,Female,3,EEE,B.Tech,8.1,0,75.7,185,1,2,100,53,91,2,Java,Placed,Product Based
23,Male,1,CSE,B.Tech,8.56,0,87.4,282,3,0,100,77,55,2,Python,Placed,Product Based
24,Female,2,AI&DS,B.Tech,7.08,1,80.4,233,1,0,85,66,75,0,Java,Placed,Product Based
23,Male,3,IT,B.Tech,7.28,0,84.5,163,0,0,89,76,80,0,C++,Placed,Product Based
24,Male,2,CSE,B.Tech,6.53,1,79.9,102,3,0,71,66,45,0,Python,Not Placed,Not Placed
20,Female,1,CSE,B.Tech,7.25,0,64.9,268,0,0,92,78,78,2,C++,Placed,Product Based
24,Male,1,MECH,B.Tech,7.51,0,82.1,66,3,0,98,52,54,2,Java,Not Placed,Not Placed
21,Female,2,CSE,B.Tech,9.47,0,88.2,333,6,3,83,60,83,1,Java,Placed,Product Based
21,Male,3,AI&DS,B.Tech,8.89,0,85.2,347,6,2,89,47,86,0,Java,Placed,Product Based
20,Male,2,AI&DS,B.Tech,7.5,0,89,235,3,0,100,51,91,1,Python,Placed,Service Based
24,Male,1,IT,B.Tech,6.68,0,73.3,108,1,0,100,72,65,0,Python,Not Placed,Not Placed
21,Female,1,CSE,B.Tech,7.65,0,67.1,182,3,0,84,72,63,0,Java,Placed,Service Based
23,Male,3,CSE,B.Tech,7.74,0,69.5,238,2,0,94,87,73,0,C++,Placed,Service Based
21,Female,3,ECE,B.Tech,8.27,0,71.9,233,3,2,91,58,78,4,Python,Placed,Product Based
23,Male,2,ECE,B.Tech,9.07,1,67.8,213,1,2,98,40,86,0,C++,Placed,Product Based
22,Female,2,ECE,B.Tech,6.45,0,92.8,30,0,0,81,57,60,0,Python,Placed,Service Based
24,Female,2,MECH,B.Tech,8.39,0,85.5,320,6,2,96,65,100,1,Java,Placed,Product Based
21,Female,2,EEE,B.Tech,6.51,1,71.2,75,0,0,71,55,35,1,C++,Not Placed,Not Placed
22,Female,2,IT,B.Tech,9.14,0,79.1,270,5,1,88,64,100,0,Python,Placed,Product Based
20,Male,3,IT,B.Tech,7.41,1,73.3,169,1,0,100,51,55,0,C++,Placed,Service Based
20,Male,2,CSE,B.Tech,9.04,0,80.1,358,2,2,83,78,68,0,C++,Placed,Product Based
22,Male,3,MECH,B.Tech,8.63,1,65.7,173,5,2,90,59,74,0,C++,Placed,Product Based
21,Male,2,AI&DS,B.Tech,6.93,0,73.8,145,0,0,91,66,94,0,C++,Placed,Service Based
21,Male,1,IT,B.Tech,6.85,1,75.3,100,0,0,81,55,49,1,Java,Placed,Service Based
22,Male,3,CSE,B.Tech,8.47,1,87.8,273,0,3,87,63,92,1,Python,Placed,Product Based
24,Female,1,EEE,B.Tech,7.23,0,83.7,222,2,1,84,59,67,1,Python,Placed,Service Based
20,Male,1,ECE,B.Tech,8.44,0,76.1,176,2,2,89,81,73,0,C++,Placed,Product Based
20,Female,2,ECE,B.Tech,8.72,0,79.8,357,6,1,84,50,80,2,Python,Placed,Product Based
20,Male,2,CSE,B.Tech,6.91,1,75.5,165,0,0,97,60,84,2,Java,Placed,Product Based
20,Male,2,IT,B.Tech,8.46,0,85.2,206,3,1,100,64,87,1,Python,Placed,Product Based
22,Male,3,AI&DS,B.Tech,9.27,1,72.2,380,6,1,100,68,82,2,Python,Placed,Product Based
20,Male,1,IT,B.Tech,7.51,0,84.4,274,3,1,93,63,95,2,Java,Placed,Product Based
23,Female,3,MECH,B.Tech,8.22,0,87.5,273,4,1,100,75,71,0,Java,Placed,Product Based
21,Female,3,CSE,B.Tech,7.92,0,89.3,236,6,1,86,69,77,3,Java,Placed,Product Based
23,Female,3,MECH,B.Tech,8.27,0,72,210,0,0,84,42,65,0,Python,Placed,Service Based
21,Male,2,EEE,B.Tech,7.52,1,77.1,164,2,1,89,65,77,1,Java,Placed,Product Based
21,Male,2,MECH,B.Tech,7.88,0,87.1,231,6,1,92,61,73,0,Python,Placed,Product Based
23,Female,1,CSE,B.Tech,7.87,0,97.4,156,2,1,89,47,60,2,Java,Placed,Product Based
24,Female,2,AI&DS,B.Tech,7.3,0,77,133,1,0,86,67,66,0,Java,Placed,Service Based
20,Female,2,AI&DS,B.Tech,6.68,1,68,188,3,0,88,68,60,0,Python,Not Placed,Not Placed
24,Male,1,MECH,B.Tech,8.14,1,92,228,2,3,91,58,73,1,Python,Placed,Product Based
24,Male,1,AI&DS,B.Tech,8.86,0,73.3,239,2,1,99,79,84,0,Python,Placed,Product Based
22,Female,3,MECH,B.Tech,6.93,0,81.1,162,0,1,94,62,90,3,C++,Not Placed,Not Placed
24,Male,2,CSE,B.Tech,8.64,1,87.2,215,4,1,99,66,64,1,C++,Placed,Product Based
24,Male,3,CSE,B.Tech,9.48,0,84.5,362,6,3,95,40,89,1,Python,Placed,Product Based
23,Male,1,CSE,B.Tech,5.5,2,79.4,12,0,0,71,76,44,0,C++,Not Placed,Not Placed
21,Male,2,EEE,B.Tech,7.03,0,66.8,244,1,0,78,67,57,0,Java,Placed,Service Based
24,Male,2,EEE,B.Tech,7.48,0,87.6,302,3,0,84,67,90,2,Java,Placed,Product Based
20,Female,1,IT,B.Tech,7.6,0,90.4,225,3,0,85,53,100,3,Python,Placed,Product Based
23,Male,1,AI&DS,B.Tech,8.82,0,72.3,359,5,2,95,61,97,0,Python,Placed,Product Based
23,Female,1,MECH,B.Tech,7.06,0,72.4,132,2,0,100,56,61,0,Python,Placed,Product Based
22,Male,1,EEE,B.Tech,7.72,0,84.3,258,0,1,98,68,70,1,C++,Placed,Product Based
21,Female,3,ECE,B.Tech,8.69,0,86.2,282,1,1,100,60,81,1,C++,Placed,Product Based
24,Male,2,IT,B.Tech,8.16,1,77.5,158,2,2,94,60,68,0,Python,Placed,Product Based
24,Male,3,EEE,B.Tech,6.77,0,94.5,176,2,1,79,52,64,1,Java,Placed,Product Based
21,Female,3,EEE,B.Tech,7.11,0,76,0,0,0,88,57,63,0,Python,Not Placed,Not Placed
21,Female,3,CSE,B.Tech,7.68,0,79.5,213,6,1,95,61,74,1,C++,Placed,Product Based
20,Male,3,ECE,B.Tech,7.54,0,75.9,72,2,0,94,82,61,0,Java,Not Placed,Not Placed
20,Female,2,EEE,B.Tech,9.57,1,80.4,289,2,1,97,87,91,2,C++,Placed,Product Based
24,Female,3,IT,B.Tech,9.33,1,100,274,3,1,95,53,76,0,C++,Placed,Product Based
21,Male,1,EEE,B.Tech,7.9,0,76.6,91,1,0,88,64,65,0,C++,Placed,Service Based
21,Male,2,EEE,B.Tech,8.7,1,92.2,253,3,2,94,63,100,3,C++,Placed,Product Based
23,Female,2,ECE,B.Tech,6.74,1,78,43,5,0,85,45,43,1,Python,Placed,Service Based
22,Male,2,MECH,B.Tech,7.21,0,93.1,139,3,2,87,54,89,0,C++,Placed,Product Based
23,Female,2,ECE,B.Tech,7.56,0,64,131,0,0,83,64,66,0,Python,Placed,Service Based
24,Female,3,AI&DS,B.Tech,8.47,0,82.2,304,0,1,88,52,80,1,Python,Placed,Product Based
20,Female,1,AI&DS,B.Tech,8.32,0,95,212,5,1,87,60,87,3,Java,Placed,Product Based
23,Male,2,CSE,B.Tech,7.8,0,83.1,266,2,1,80,40,75,0,Java,Placed,Product Based
23,Male,2,ECE,B.Tech,6.83,1,89.8,83,0,0,83,65,59,0,Java,Not Placed,Not Placed
22,Female,3,ECE,B.Tech,7.05,0,79.2,108,1,1,84,79,75,0,Java,Placed,Service Based
24,Male,1,IT,B.Tech,6.76,2,75.5,134,0,0,81,72,78,1,C++,Placed,Service Based
21,Male,1,ECE,B.Tech,7.82,0,86,150,0,1,98,61,55,0,Python,Placed,Product Based
